transformation,threshold,accuracy,balanced_accuracy,precision,recall,f1,brier,ece,roc_auc,fpr,fnr,loss
clean,0.5599999999999999,0.914,0.9139999999999999,0.8580076098235905,0.9922,0.9202374327583008,0.06100201825605285,0.02188029227193558,0.9758014400000001,0.16419999999996715,0.007799999999998439,0.19608962057828902
jpeg_q95,0.5599999999999999,0.5029,0.5029,0.5219364599092284,0.069,0.12188659247482776,0.4720314164465076,0.45669990915059805,0.6608756400000001,0.06319999999998735,0.9309999999998138,3.2871579391479493
jpeg_q85,0.5599999999999999,0.4999,0.4999,0.498812351543943,0.042,0.0774764803541782,0.48427078506488386,0.47327193991222544,0.5157093399999999,0.04219999999999156,0.9579999999998083,4.460070919418335
jpeg_q75,0.5599999999999999,0.5004,0.5004000000000001,0.5064516129032258,0.0314,0.059133709981167605,0.48821343753126145,0.48037743255390997,0.50704622,0.03059999999999388,0.9685999999998062,4.974296086120606
jpeg_q50,0.5599999999999999,0.4999,0.4999,0.4962962962962963,0.0134,0.026095423563777993,0.4959775253189293,0.4932104042638124,0.5015428399999999,0.01359999999999728,0.9865999999998026,5.924127201843262
resize_down_up,0.5599999999999999,0.5001,0.5001,0.5043478260869565,0.0116,0.02267839687194526,0.4941269169151038,0.490659071259834,0.54799918,0.01139999999999772,0.9883999999998022,5.019276879119873
gaussian_blur,0.5599999999999999,0.8842,0.8842,0.8642396662874479,0.9116,0.8872883005645318,0.08367511752703345,0.014778379545986937,0.9507761,0.14319999999997135,0.08839999999998231,0.272906066429615
gaussian_noise,0.5599999999999999,0.5003,0.5003,0.500150045013504,1.0,0.6668000266720011,0.2669584122016479,0.13007001423239706,0.50098444,0.9993999999998,0.0,0.7200992008209228
