epoch,train_loss,val_best_threshold,val_best_balanced_accuracy,val_threshold,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_brier,val_ece,val_roc_auc,val_fpr,val_fnr,val_loss
1,0.6965050780773163,0.48999999999999994,0.5005,0.5,0.5,0.5,0.0,0.0,0.0,0.25015647995877655,0.01195019493997096,0.5004175,0.0,0.999999999999,0.6934602489471435
2,0.6936501104831696,0.5049999999999999,0.5005,0.5,0.5,0.5,0.5,0.812,0.6189024390243902,0.2501539226454331,0.011224026337265935,0.500767,0.811999999999188,0.187999999999812,0.6934551687240601
3,0.693479163646698,0.49999999999999994,0.5005,0.5,0.5005,0.5005,0.5004397537379067,0.569,0.5325222274216191,0.25000655141275413,0.0008972272574901963,0.4997464999999999,0.567999999999432,0.430999999999569,0.693160255908966
4,0.6934009125232696,0.05,0.5,0.5,0.5,0.5,0.5,1.0,0.6666666666666666,0.2500013467144671,0.0007779758870601894,0.49815550000000003,0.999999999999,0.0,0.6931498303413391
5,0.6935632793903351,0.05,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.25001572631136015,0.003971999526023895,0.49961349999999993,0.0,0.999999999999,0.6931785998344422
